Auction Date,Property Address,Final Judgment,Assessed Value,Plaintiff Max Bid,Case #,Parcel ID,Case Link,Parcel Link
09/15/2026 11:00 AM ET,"39132 COUNTY ROAD 54 # 2068 ZEPHYRHILLS, 33542","$171,766.69","$48,900.00","$70,000.00",51-2025-CA-000604-CAAX-ES,01-26-21-0080-00C02-0680,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2025-CA-000604-CAAX-ES&bypassPage=1,https://pcpao.gov/Parcel-Details/01-26-21-0080-00C02-0680
09/15/2026 11:00 AM ET,"7215 SAN SALVADORE DR PORT RICHEY, 34668","$186,857.78","$156,299.00",Hidden,51-2025-CA-001306-CAAX-WS,22-25-16-1020-00001-4920,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2025-CA-001306-CAAX-WS&bypassPage=1,https://pcpao.gov/Parcel-Details/22-25-16-1020-00001-4920
09/15/2026 11:00 AM ET,"3427 PINON DRIVE HOLIDAY, 34691","$223,441.02","$171,796.00","$108,265.00",51-2025-CA-003642-CAAX-WS,36-26-15-097A-00001-8390,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2025-CA-003642-CAAX-WS&bypassPage=1,https://pcpao.gov/Parcel-Details/36-26-15-097A-00001-8390
09/15/2026 11:00 AM ET,"13414 SUNFISH DR HUDSON, 34667","$583,776.10","$447,064.00",Hidden,51-2025-CA-003705-CAAX-WS,14-26-16-0000-00300-0010,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2025-CA-003705-CAAX-WS&bypassPage=1,https://pcpao.gov/Parcel-Details/14-26-16-0000-00300-0010
09/16/2026 11:00 AM ET,"10711 OLD SYCAMORE LOOP LAND O LAKES, 34638","$315,028.11","$334,922.00","$315,028.11",51-2025-CA-003086-CAAX-ES,16-25-18-0120-00200-0070,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2025-CA-003086-CAAX-ES&bypassPage=1,https://pcpao.gov/Parcel-Details/16-25-18-0120-00200-0070
09/17/2026 11:00 AM ET,"8747 WOLF DEN TR PORT RICHEY, 34668","$246,101.78","$249,860.00","$246,101.78",51-2019-CA-001161-CAAX-WS,11-25-16-0130-00000-6510,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2019-CA-001161-CAAX-WS&bypassPage=1,https://pcpao.gov/Parcel-Details/11-25-16-0130-00000-6510
09/17/2026 11:00 AM ET,"16028 IVY LAKE DRIVE ODESSA, 33556","$1,038,030.64","$369,550.00","$1,038,030.64",51-2024-CA-000206-CAAX-ES,31-26-18-0040-00400-0430,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2024-CA-000206-CAAX-ES&bypassPage=1,https://pcpao.gov/Parcel-Details/31-26-18-0040-00400-0430
09/17/2026 11:00 AM ET,"7136 WEDGEWOOD DR NEW PORT RICHEY, 34652","$94,760.73","$151,065.00","$94,760.73",51-2025-CA-001220-CAAX-WS,32-25-16-0170-00A00-0080,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2025-CA-001220-CAAX-WS&bypassPage=1,https://pcpao.gov/Parcel-Details/32-25-16-0170-00A00-0080
09/17/2026 11:00 AM ET,"6015 BAREFOOT COURT NEW PORT RICHEY, 34652","$829,138.67","$559,611.00","$829,138.67",51-2025-CA-002275-CAAX-WS,06-26-16-001E-00000-0130,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2025-CA-002275-CAAX-WS&bypassPage=1,https://pcpao.gov/Parcel-Details/06-26-16-001E-00000-0130
09/17/2026 11:00 AM ET,"11069 FLOURISH DR LAND O LAKES, 34637","$501,201.64","$314,540.00","$501,201.64",51-2025-CA-003758-CAAX-ES,19-25-19-0200-00800-0010,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2025-CA-003758-CAAX-ES&bypassPage=1,https://pcpao.gov/Parcel-Details/19-25-19-0200-00800-0010
09/17/2026 11:00 AM ET,"3238 FAIRMOUNT DRIVE HOLIDAY, 34691","$159,087.80","$163,960.00","$159,087.80",51-2025-CA-003837-CAAX-WS,36-26-15-095B-00001-3420,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2025-CA-003837-CAAX-WS&bypassPage=1,https://pcpao.gov/Parcel-Details/36-26-15-095B-00001-3420
09/17/2026 11:00 AM ET,"2537 EVERSHOT DRIVE NEW PORT RICHEY, 34655","$9,451.09","$231,960.00","$9,451.09",51-2026-CC-002343-CCAX-WS,27-26-16-0090-00000-1050,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2026-CC-002343-CCAX-WS&bypassPage=1,https://pcpao.gov/Parcel-Details/27-26-16-0090-00000-1050
09/22/2026 11:00 AM ET,"6311 WESTPORT DR PORT RICHEY, 34668","$248,774.69","$192,810.00","$248,774.69",51-2025-CA-000275-CAAX-WS,21-25-16-056A-00000-0790,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2025-CA-000275-CAAX-WS&bypassPage=1,https://pcpao.gov/Parcel-Details/21-25-16-056A-00000-0790
09/22/2026 11:00 AM ET,"9631 SIMEON DRIVE LAND O LAKES, 34638","$205,366.78","$119,230.00","$205,366.78",51-2025-CA-002516-CAAX-ES,21-25-18-0070-00900-0130,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2025-CA-002516-CAAX-ES&bypassPage=1,https://pcpao.gov/Parcel-Details/21-25-18-0070-00900-0130
09/22/2026 11:00 AM ET,"8805 LIDO LN PORT RICHEY, 34668","$283,982.64","$197,819.00","$283,982.64",51-2025-CA-003269-CAAX-WS,28-25-16-0990-00001-0360,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2025-CA-003269-CAAX-WS&bypassPage=1,https://pcpao.gov/Parcel-Details/28-25-16-0990-00001-0360
09/22/2026 11:00 AM ET,"4601 IRENE LOOP NEW PORT RICHEY, 34652","$64,574.32","$35,250.00","$64,574.32",51-2025-CA-003686-CAAX-WS,18-26-16-0130-00000-0520,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2025-CA-003686-CAAX-WS&bypassPage=1,https://pcpao.gov/Parcel-Details/18-26-16-0130-00000-0520
09/22/2026 11:00 AM ET,"12309 GRIZZLY LANE NEW PORT RICHEY, 34654","$294,825.67","$215,230.00","$294,825.67",51-2025-CA-003825-CAAX-WS,08-25-17-0080-00000-1070,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2025-CA-003825-CAAX-WS&bypassPage=1,https://pcpao.gov/Parcel-Details/08-25-17-0080-00000-1070
09/22/2026 11:00 AM ET,"5339 CADES COVE NEW PORT RICHEY, 34652","$7,940.75","$789,909.00","$11,976.96",51-2025-CC-007485-CCAX-WS,07-26-16-0440-00000-0090,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2025-CC-007485-CCAX-WS&bypassPage=1,https://pcpao.gov/Parcel-Details/07-26-16-0440-00000-0090
09/22/2026 11:00 AM ET,"11521 ELDA LANE PORT RICHEY, 34668","$16,224.49","$142,880.00","$16,224.49",51-2026-CA-000482-CAAX-WS,11-25-16-0150-00000-0560,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2026-CA-000482-CAAX-WS&bypassPage=1,https://pcpao.gov/Parcel-Details/11-25-16-0150-00000-0560
09/22/2026 11:00 AM ET,"34395 SORREL MINT DR WESLEY CHAPEL, 33543","$374,207.55","$258,825.00","$374,207.55",51-2026-CA-000539-CAAX-ES,30-26-21-0040-02400-0050,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2026-CA-000539-CAAX-ES&bypassPage=1,https://pcpao.gov/Parcel-Details/30-26-21-0040-02400-0050
09/22/2026 11:00 AM ET,"1848 THISTLE COURT WESLEY CHAPEL, 33543","$53,930.18","$142,630.00","$53,930.18",51-2026-CA-001150-CAAX-ES,31-26-20-0020-00000-2100,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2026-CA-001150-CAAX-ES&bypassPage=1,https://pcpao.gov/Parcel-Details/31-26-20-0020-00000-2100
09/23/2026 11:00 AM ET,"9706 KENTON ROAD WESLEY CHAPEL, 33545","$383,547.04","$153,374.00","$383,547.04",51-2024-CA-002764-CAAX-ES,22-25-20-0000-01300-0030,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2024-CA-002764-CAAX-ES&bypassPage=1,https://pcpao.gov/Parcel-Details/22-25-20-0000-01300-0030
09/23/2026 11:00 AM ET,"9137 PEGASUS AVE PORT RICHEY, 34668","$275,497.28","$205,747.00","$275,497.28",51-2025-CA-000412-CAAX-WS,21-25-16-0080-00000-1770,https://pasco.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=51-2025-CA-000412-CAAX-WS&bypassPage=1,https://pcpao.gov/Parcel-Details/21-25-16-0080-00000-1770
